client_id,sex,viloyat_id,tuman_id,mfy_id,client_type,job_name,salary,total_client_family_salary,occupation_status,family_status,family_members_count,home_type,home_owner,client_monthly_expenditure,product_price,final_produt_price,status
1836,-0.8035011108192189,-0.20266852143435515,-0.4711714562089327,-0.2216236102243216,1.3067627428035213,1.1038376711180067,0.33257920795775614,0.054646600771489084,-0.18793639429397563,-0.2858554605326088,-0.012412235991324455,-0.4587576877406765,-0.1124567227746927,-0.286119123830076,0.30971633911398094,0.4296703588752651,0
4262,1.2445533509971605,-0.20266852143435515,-0.4711714562089327,-0.19776819014673325,-0.7652498554210426,1.9177671137349965,-0.24581335388288422,-0.032174992412724146,-0.18793639429397563,-0.2858554605326088,-0.012412235991324455,-0.4587576877406765,-0.1124567227746927,-0.9185964873406107,-0.4771223636519497,-0.6287776932092554,1
6206,-0.8035011108192189,-0.20266852143435515,-0.3763217832939542,-0.008912781199158741,-0.7652498554210426,0.11045921753034224,0.09032054331246174,0.008341751073242028,-0.18793639429397563,-0.2858554605326088,-0.012412235991324455,-0.4587576877406765,-0.1124567227746927,-0.286119123830076,0.5710270128437821,0.781183029294173,1
6187,-0.8035011108192189,-0.20266852143435515,-0.4711714562089327,-0.16993686672288016,1.3067627428035213,-0.7611502643272215,-0.2367286539586857,-0.03796309862500503,-0.18793639429397563,-0.2858554605326088,-0.012412235991324455,2.187796803616914,-0.1124567227746927,-0.12799958530301914,0.454178413467386,0.6239993880167526,0
6111,-0.8035011108192189,-0.20266852143435515,-0.4711714562089327,-0.1805627288776041,-0.7652498554210426,0.6846619240910082,0.17768375171769682,0.025040184709389048,-0.18793639429397563,1.5626740148320222,-0.012443905049674448,-0.4587576877406765,-0.1124567227746927,-0.3211013453246864,0.05951386089112931,0.09310032899395954,1
1274,1.2422853601309796,-0.20266852143435515,0.19204100649089023,0.3661870792684308,-0.7629553336028985,1.7869065331382212,-0.09127285229773682,-0.02635766568018596,-0.18793639429397563,-0.2858554605326088,-0.012379785211660884,-0.4587576877406765,-0.1124567227746927,-0.12782448562875262,0.2354208590421622,0.3297287750611119,1
3599,-0.11683135635280806,-0.20266852143435515,-0.029831503450280572,0.14692858783041798,-0.7652498554210426,-0.7611502643272215,0.04935489077939695,0.0005116559717456282,-0.18793639429397563,-0.2858554605326088,-0.012380010318059813,0.4285765881021435,-0.1124567227746927,-0.12892255280447257,-0.41756226269564833,-0.5486580033445485,1
2140,1.2445533509971605,-0.20266852143435515,0.14535141773842747,0.30915948650201935,-0.7652498554210426,-0.7611502643272215,-0.2730673930908137,0.008341751073242028,-0.18793639429397563,-0.2858554605326088,-0.012379821107513159,-0.4587576877406765,-0.1124567227746927,-0.12799958530301914,-0.6561088390987151,-0.8695486232869789,0
6097,-0.8035011108192189,-0.20266852143435515,0.19277625419591674,0.575545010701756,-0.7652498554210426,-0.19716765841938616,-0.030808789010185456,-0.014810673775881498,-0.18793639429397563,-0.2858554605326088,-0.012314991339890568,-0.4587576877406765,-0.1124567227746927,0.46494868417344404,0.22745725049825932,0.3190162034486233,0
2712,-0.8035011108192189,-0.20266852143435515,0.14535141773842747,0.3230751482139459,-0.7652498554210426,-0.6329723993481681,0.21144987563510892,0.03149417592236556,-0.18793639429397563,-0.2858554605326088,-0.012412235991324455,-0.4587576877406765,-0.1124567227746927,-0.286119123830076,-0.44582321643590417,-0.0331377136660433,0
3943,1.2445533509971605,-0.20266852143435515,0.19277625419591674,0.42247273187056406,1.3067627428035213,-0.7611502643272215,-0.06109112209084726,-0.045487636700970176,-0.18793639429397563,-0.2858554605326088,-0.012347406223701864,-0.4587576877406765,-0.1124567227746927,0.030119953224037717,-0.8468522601862178,-1.1261348865049738,0
4267,-0.8035011108192189,-0.20266852143435515,0.19277625419591674,0.4145209251780346,-0.7652498554210426,-0.19716765841938616,-0.2367286539586857,0.008341751073242028,-0.18793639429397563,-0.2858554605326088,-0.012379821107513159,-0.4587576877406765,-0.1124567227746927,-0.12799958530301914,-0.32902693732788557,-0.4295611130330222,0
3875,-0.8035011108192189,-0.20266852143435515,0.19277625419591674,0.41849682852429937,-0.7652498554210426,-0.7611502643272215,0.09032054331246174,0.008341751073242028,-0.18793639429397563,3.498271462566399,-0.012444650875135752,-0.4587576877406765,-0.1124567227746927,-0.4442386623571328,0.22614924378882206,0.3172566850761149,0
4204,-0.8035011108192189,-0.20266852143435515,0.14535141773842747,0.33301490657960775,-0.7652498554210426,-0.7611502643272215,0.02975587715113814,-0.05127574291325106,-0.18793639429397563,-0.2858554605326088,-0.012347406223701864,-0.4587576877406765,-0.1124567227746927,0.030119953224037717,-0.4527062384091207,-0.5959333502557645,0
2375,-0.8035011108192189,-0.20266852143435515,0.05050174482344899,0.2475329846349161,-0.7652498554210426,0.411677200231118,0.9382258695709922,0.008341751073242028,-0.18793639429397563,-0.2858554605326088,-0.012250161572267975,-0.4587576877406765,-0.1124567227746927,0.8602475304910862,0.12310738190093051,0.17864573773072792,0
3865,1.2445533509971605,-0.20266852143435515,-0.4711714562089327,-0.20770794851239505,1.3067627428035213,-0.7611502643272215,0.02975587715113814,-0.003234461351319735,-0.18793639429397563,-0.2858554605326088,-0.012379821107513159,2.187796803616914,-0.1124567227746927,-0.12799958530301914,0.7253718045573798,0.9888061972501688,0
3588,-0.8035011108192189,-0.20266852143435515,-0.4711714562089327,-0.15602120501095362,-0.7652498554210426,-0.7611502643272215,-0.22461572072642097,-0.05185455353447914,-0.18793639429397563,-0.2858554605326088,-0.012250161572267975,-0.4587576877406765,-0.1124567227746927,0.8602475304910862,0.2999789558326146,0.4165717221021467,0
4748,1.2445533509971605,-0.20266852143435515,0.14535141773842747,0.3111474381751517,-0.7652498554210426,-0.7611502643272215,-0.042921722242450173,-0.032174992412724146,-0.18793639429397563,-0.2858554605326088,-0.012379821107513159,-0.4587576877406765,-0.1124567227746927,0.06964983785580192,-0.4009673063469354,-0.5263346235209864,0
1467,-0.8035011108192189,-0.20266852143435515,0.05050174482344899,0.263436598019975,-0.7652498554210426,-0.7611502643272215,0.06003821023179994,0.002553644860961147,-0.18793639429397563,3.498271462566399,-0.012347406223701864,-0.4587576877406765,-0.1124567227746927,0.030119953224037717,-0.4069573957398428,-0.5343924356589094,1
1408,-0.8035011108192189,-0.20266852143435515,0.14535141773842747,0.3210871965408135,-0.7652498554210426,-0.7611502643272215,0.09032054331246174,0.008341751073242028,-0.18793639429397563,-0.2858554605326088,-0.012412235991324455,-0.4587576877406765,-0.1124567227746927,-0.286119123830076,-0.2787413460539639,-0.3619174067121423,0
102,1.2445533509971605,-0.20266852143435515,-0.4711714562089327,-0.15602120501095362,1.3067627428035213,1.7190914230174636,-0.2730673930908137,0.054646600771489084,-0.18793639429397563,-0.2858554605326088,-0.012379821107513159,2.187796803616914,-0.1124567227746927,-0.12799958530301914,2.518794337274702,-0.6860597913364745,0
630,1.2445533509971605,-0.20266852143435515,-0.28147211037897574,0.13819564261263614,1.3067627428035213,1.3217400415823977,-0.15193812133283266,-0.03796309862500503,-0.18793639429397563,-0.2858554605326088,-0.012379821107513159,-0.4587576877406765,-0.1124567227746927,-0.12799958530301914,-0.20985299269026772,-0.2692494390933645,0
3920,-0.5080431602473534,-0.20266852143435515,-0.4438049085957239,-0.1352353260333914,-0.4663356384194235,-0.7611502643272215,-0.030212881894289445,0.00016252118360833567,-0.18793639429397563,0.2600530620420667,-0.012389173627494894,-0.0769584823622278,-0.1124567227746927,-0.004485125801710399,0.03830090087465865,0.06456485389664524,1
6878,-0.8035011108192189,-0.20266852143435515,0.19277625419591674,0.44036429692875534,1.3067627428035213,-0.7611502643272215,-0.06109112209084726,-0.02059877998816238,-0.18793639429397563,-0.2858554605326088,-0.012347406223701864,-0.4587576877406765,-0.1124567227746927,0.030119953224037717,0.1556622155580359,0.22243819500204903,0
6659,1.2445533509971605,4.818922088897628,4.603286044742417,0.6451233192613888,-0.7652498554210426,1.3601934010761139,-0.09137345517150905,-0.02638688620044326,-0.18793639429397563,-0.2858554605326088,-0.012412235991324455,-0.4587576877406765,-0.1124567227746927,-0.286119123830076,-0.5154905604621096,-0.6803902321361696,0
4883,-0.08529413300950539,-0.20266852143435515,-0.4711714562089327,-0.22149322736286672,-0.7652498554210426,0.17828625446223212,-0.030808789010185456,-0.02232736693719372,-0.18793639429397563,-0.2858554605326088,-0.012444650875135752,-0.4587576877406765,-0.1124567227746927,-0.3256490084618402,0.8612099235933485,1.1715343624853467,1
4516,-0.8035011108192189,-0.20266852143435515,0.05050174482344899,0.20578599949913648,-0.7652498554210426,-0.6329723993481681,0.09032054331246174,0.008341751073242028,-0.18793639429397563,-0.2858554605326088,-0.012314991339890568,-0.4587576877406765,-0.1124567227746927,0.18823949175109456,-0.2740906555315203,-0.3556613413876678,1
4476,1.2445533509971605,-0.20266852143435515,-0.28147211037897574,0.1342197392663714,-0.7652498554210426,-0.7611502643272215,-0.26559038222986747,0.0,5.32094916344819,-0.2858554605326088,-0.012282576456079271,-0.4587576877406765,-0.1124567227746927,0.3463590302781514,-0.24516917384507397,-0.31675643515109236,1
4969,-0.8035011108192189,4.818922088897628,4.603286044742417,-1.5416235211842106,-0.7652498554210426,-0.5432478938628306,0.21144987563510892,0.03149417592236556,-0.18793639429397563,-0.2858554605326088,-0.012347406223701864,2.187796803616914,-0.1124567227746927,0.030119953224037717,1.553630719788824,2.1029723311307897,0
6785,-0.8035011108192189,-0.20266852143435515,-0.4711714562089327,-0.24349107862877759,-0.7652498554210426,1.5268246255488833,0.09032054331246174,0.008341751073242028,-0.18793639429397563,-0.2858554605326088,-0.012282576456079271,-0.4587576877406765,-0.1124567227746927,0.3463590302781514,-0.7221556205531982,-0.9583941349925028,0
4227,0.7844500319660765,-0.20266852143435515,0.04361784512244321,0.27696781835406703,-0.29976424881669317,1.1618955800248574,-0.11111986512476177,0.0317609627441152,-0.18793639429397563,-0.2858554605326088,-0.012379821107513159,-0.4587576877406765,-0.1124567227746927,-0.12799958530301914,0.5900486880808943,0.806770808633613,1
6328,1.2445533509971605,-0.20266852143435515,0.05050174482344899,0.2157257578647983,-0.7652498554210426,-0.7611502643272215,-0.27299271685743676,-0.06110123842799665,-0.18793639429397563,-0.2858554605326088,-0.012347406223701864,-0.4587576877406765,-0.1124567227746927,0.267299261014623,-0.34457768376230646,-0.45047983146173365,1
2201,-0.8035011108192189,-0.20266852143435515,0.19277625419591674,0.5616293489898295,-0.7652498554210426,-0.7611502643272215,0.02975587715113814,-0.003234461351319735,-0.18793639429397563,-0.2858554605326088,-0.012444650875135752,-0.4587576877406765,-0.1124567227746927,-0.4442386623571328,-0.5630148042383304,-0.7443193996706429,0
2102,1.2445533509971605,-0.20266852143435515,-0.4711714562089327,0.5854847690674179,-0.7652498554210426,-0.7611502643272215,-0.12165578825217085,-0.032174992412724146,-0.18793639429397563,-0.2858554605326088,-0.012412235991324455,-0.4587576877406765,-0.1124567227746927,-0.286119123830076,-0.16625276904235872,-0.21059882667641658,0
